CLIENTE,SUBCARPETA,NO. PARTE,CODIGO,NOMBRE,LIGA,RMS,,,
AFTER MARKET,,59594A,H-59-594-A O.FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09082025_113405.124_H-59-594-A_OP._FINALES_03-09-25.pdf&pr02=application/pdf&pr03=8250,VERDADERO,,,
AFTER MARKET,,59594A,H-59-594-A O.PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09082025_113456.734_H-59-594-A_OP._PREVIAS_03-09-25.pdf&pr02=application/pdf&pr03=8248,VERDADERO,,,
AFTER MARKET,,801806M,H-80-180-GM,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_091825.707_H-80-180-GM.pdf&pr02=application/pdf&pr03=8252,VERDADERO,,,
DINA,LINEA,20120413C,H-20120413-C FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=08012025_120221.948_H-20120413-C_FINALES.pdf&pr02=application/pdf&pr03=8176,VERDADERO,,,
DINA,LINEA,20120413C,H-20120413-C PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=08012025_120412.136_H-20120413-C_PREVIAS.pdf&pr02=application/pdf&pr03=8177,VERDADERO,,,
DINA,LINEA,20120414D,H-20120414-D,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_100117.513_H-20120414-D_(04-JUNIO-2025).pdf&pr02=application/pdf&pr03=8253,VERDADERO,,,
DINA,LINEA,20121898A,H-20121898-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_112746.173_H-20121898-A.pdf&pr02=application/pdf&pr03=8254,VERDADERO,,,
DINA,LINEA,20128715A,H-20128715-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_113134.002_H-20128715-A.pdf&pr02=application/pdf&pr03=8255,VERDADERO,,,
DINA,LINEA,640C030070,H-640C030070,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_114113.989_H-640C030070.pdf&pr02=application/pdf&pr03=8256,VERDADERO,,,
DINA,LINEA,640C030210,H-640C030210,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_114509.537_H-640C030210.pdf&pr02=application/pdf&pr03=8257,VERDADERO,,,
DINA,LINEA,640C030230,H-640C030230,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_114859.460_H-640C030230.pdf&pr02=application/pdf&pr03=8258,VERDADERO,,,
DINA,LINEA,640C030270,H-640C030270,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_115044.460_H-640C030270.pdf&pr02=application/pdf&pr03=8259,VERDADERO,,,
DINA,LINEA,20107219B,H-20107219-B,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09092025_115231.429_H-20107219-B.pdf&pr02=application/pdf&pr03=8261,VERDADERO,,,
DINA,PROTOTIPOS,640C03012A,H-640C03012-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_093432.804_H-640C03012-A.pdf&pr02=application/pdf&pr03=8262,VERDADERO,,,
DINA,PROTOTIPOS,20179561,H-20179561,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_093740.165_H-20179561.pdf&pr02=application/pdf&pr03=8263,VERDADERO,,,
DINA,PROTOTIPOS,20179562,H-20179562,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_094556.386_H-20179562.pdf&pr02=application/pdf&pr03=8264,VERDADERO,,,
DINA,PROTOTIPOS,20187160,H-20187160,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_095618.747_H-20187160.pdf&pr02=application/pdf&pr03=8265,VERDADERO,,,
DINA,PROTOTIPOS,20195484,PROTOTIPO_H-20195484,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_104422.632_PROTOTIPO_H-20195484.pdf&pr02=application/pdf&pr03=8266,VERDADERO,,,
DINA,PROTOTIPOS,20195485,PROTOTIPO_H-20195485,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09122025_104611.773_PROTOTIPO_H-20195485.pdf&pr02=application/pdf&pr03=8267,VERDADERO,,,
AFTER MARKET,,551238,H-55-1238,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09172025_110655.288_H-55-1238_10-09-2025.pdf&pr02=application/pdf&pr03=8272,VERDADERO,,,
AFTER MARKET,,"13C241, 13C301, 13C301A, 13C381, 33C481B, 80141",RX-PD-HRN-01-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09252025_100316.690_RX-PD-HRN-01-A.pdf&pr02=application/pdf&pr03=8382,VERDADERO,,,
AFTER MARKET,,TRX198A2,RX-PD-HRN-34-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09172025_111513.211_RX-PD-HRN-34-A.pdf&pr02=application/pdf&pr03=8273,VERDADERO,,,
REYCO,,71243401,H-712434-01,HOJA DE ESPECIFICACION COMPLETA,PENDIENTE,FALSO,,,
REYCO,,71460601,H-714606-01,HOJA DE ESPECIFICACION COMPLETA,PENDIENTE,FALSO,,,
DAYTON,PAQUETE 8,431157Y,H-43-1157-Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09192025_084621.705_H-43-1157-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8275,VERDADERO,,,
DAYTON,PAQUETE 8,431157Y,H-43-1157-Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09192025_084523.658_H-43-1157-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8276,VERDADERO,,,
DAYTON,PAQUETE 8,TRA038,H-TRA-038,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_105617.965_H-TRA-038.pdf&pr02=application/pdf&pr03=8417,VERDADERO,,,
DAYTON,PAQUETE 8,431263Y,H-43-1263-Y OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09192025_085442.566_H-43-1263-Y_OP._FINALES.pdf&pr02=application/pdf&pr03=8278,VERDADERO,,,
DAYTON,PAQUETE 8,431263Y,H-43-1263-Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09192025_085849.725_H-43-1263-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8279,VERDADERO,,,
DAYTON,PAQUETE 8,432075HD,H-43-2075HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10152025_104135.849_H-43-2075HD_OP._FINALES.pdf&pr02=application/pdf&pr03=8432,VERDADERO,,,
DAYTON,PAQUETE 8,432075HD,H-43-2075HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09192025_090650.556_H-43-2075HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8281,VERDADERO,,,
AFTER MARKET,,71145A,H-71-145-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=09232025_111457.012_H-71-145-A.pdf&pr02=application/pdf&pr03=8381,VERDADERO,,,
DAYTON,PAQUETE 1,43932,H-43-932 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_111013.545_H-43-932_OP._FINALES_(06-oct-2025).pdf&pr02=application/pdf&pr03=8418,VERDADERO,,,
DAYTON,PAQUETE 1,43932,H-43-932 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_111303.717_H-43-932_OP._PREVIAS_(06-oct-2025).pdf&pr02=application/pdf&pr03=8419,VERDADERO,,,
AFTER MARKET,,62147,H-62-147,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_112632.048_H-62-147__(19-Septiembre-2025).pdf&pr02=application/pdf&pr03=8421,VERDADERO,,,
AFTER MARKET,,80180N,H-80-180-N,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_112224.235_H-80-180-N.pdf&pr02=application/pdf&pr03=8420,VERDADERO,,,
AFTER MARKET,,"13C302CD, 13C302FD, 13C372D, 23C432D, 228732D, 13C362BD, 23C402ED, 23C362GD, 33C492D, 33C492AD, 33C492CD, 33C502BD, 33C532D",RX-PD-HRN-08-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10102025_121655.402_RX-PD-HRN-08-A.pdf&pr02=application/pdf&pr03=8427,VERDADERO,,,
AFTER MARKET,,551242,H-55-1242,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11112025_095108.072_H-55-1242_(10-noviembre-2025).pdf&pr02=application/pdf&pr03=8525,VERDADERO,,,
AFTER MARKET,,80180Q2,RX-PD-HRN-197-B,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10152025_103514.025_RX-PD-HRN-197-B.pdf&pr02=application/pdf&pr03=8430,VERDADERO,,,
FORD,COMPONENTES PD,"CO3600076146, CO3600101146, CO3643101127",CO36-01,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10292025_095833.688_CO36-01_(07-octubre-2025).pdf&pr02=application/pdf&pr03=8433,VERDADERO,,,
AFTER MARKET,,45100A,H-45-100-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10212025_102754.525_H-45-100-A_(20-octubre-2025).pdf&pr02=application/pdf&pr03=8443,VERDADERO,,,
AFTER MARKET,,"TRX303655D, 23362D, SLR175AD, TRX304946D, TRX304058D",RX-PD-HRN-11-A,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10212025_103324.682_RX-PD-HRN-11-A_(20-octubre-2025).pdf&pr02=application/pdf&pr03=8444,VERDADERO,,,
AFTER MARKET,,13C300,H-13C-300,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10212025_103853.020_H-13C-300_(20-octubre-2025).pdf&pr02=application/pdf&pr03=8446,VERDADERO,,,
AFTER MARKET,,TO393,H-TO-393,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10242025_091036.587_H-TO-393__23-10-25.pdf&pr02=application/pdf&pr03=8457,VERDADERO,,,
DAYTON,PAQUETE 8,TRA2297,H-TRA-2297,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_103929.461_H-TRA-2297.pdf&pr02=application/pdf&pr03=8464,VERDADERO,,,
DAYTON,PAQUETE 8,461415,H-46-1415 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_104510.212_H-46-1415_OP._FINALES.pdf&pr02=application/pdf&pr03=8465,VERDADERO,,,
DAYTON,PAQUETE 8,461415,H-46-1415 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_104831.570_H-46-1415_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8466,VERDADERO,,,
DAYTON,PAQUETE 8,50301HD,H-50-301HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_105052.071_H-50-301HD_OP._FINALES.pdf&pr02=application/pdf&pr03=8467,VERDADERO,,,
DAYTON,PAQUETE 8,50301HD,H-50-301HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_105326.352_H-50-301HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8468,VERDADERO,,,
DAYTON,PAQUETE 8,14145,H-14-145 OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11142025_082004.069_H-14-145_OP._FINALES_13-11-25.pdf&pr02=application/pdf&pr03=8530,VERDADERO,,,
DAYTON,PAQUETE 8,14145,H-14-145 OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11142025_082130.679_H-14-145_OP._PREVIAS_13-11-25.pdf&pr02=application/pdf&pr03=8532,VERDADERO,,,
DAYTON,PAQUETE 8,341343HD,H-34-1343HD OP. FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_111110.418_H-34-1343HD_OP._FINALES.pdf&pr02=application/pdf&pr03=8471,VERDADERO,,,
DAYTON,PAQUETE 8,341343HD,H-34-1343HD OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_111310.997_H-34-1343HD_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8472,VERDADERO,,,
DAYTON,PAQUETE 8,341343Y,H-34-1343-Y OP FINALES,HOJA DE ESPECIFICACION OPERACIONES FINALES,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_111501.950_H-34-1343-Y_OP_FINALES.pdf&pr02=application/pdf&pr03=8473,VERDADERO,,,
DAYTON,PAQUETE 8,341343Y,H-34-1343-Y OP. PREVIAS,HOJA DE ESPECIFICACION OPERACIONES PREVIAS,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=10282025_111732.405_H-34-1343-Y_OP._PREVIAS.pdf&pr02=application/pdf&pr03=8474,VERDADERO,,,
AFTER MARKET,,TO4711,TO-4711,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11112025_095011.697_H-TO-4711_(10-noviembre-2025).pdf&pr02=application/pdf&pr03=8526,VERDADERO,,,
AFTER MARKET,,13C180SD,13C-180-SD,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11112025_095317.790_13C-180-SD_(10-noviembre-2025).pdf&pr02=application/pdf&pr03=8527,VERDADERO,,,
AFTER MARKET,,"44142HRD, 5512482D, 4612512D",RX-PD-HRN-46-C,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11112025_095740.119_RX-PD-HRN-46-C_(10-noviembre-2025).pdf&pr02=application/pdf&pr03=8528,VERDADERO,,,
DAYTON,UTILITY LEAF SPRINGS,US1060,H-US-1060,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11192025_082811.949_H-US-1060.pdf&pr02=application/pdf&pr03=8534,VERDADERO,,,
DAYTON,UTILITY LEAF SPRINGS,US1071,H-US-1071,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11192025_083103.747_H-US-1071.pdf&pr02=application/pdf&pr03=8535,VERDADERO,,,
DAYTON,UTILITY LEAF SPRINGS,US3073,H-US-3073,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11192025_083324.623_H-US-3073.pdf&pr02=application/pdf&pr03=8536,VERDADERO,,,
DAYTON,UTILITY LEAF SPRINGS,US3074,H-US-3074,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11192025_083501.827_H-US-3074.pdf&pr02=application/pdf&pr03=8537,VERDADERO,,,
DAYTON,UTILITY LEAF SPRINGS,US3080,H-US-3080,HOJA DE ESPECIFICACION COMPLETA,http://rsx-sviis1/rms/frm_showfilepdf.ashx?pr01=11192025_083627.999_H-US-3080.pdf&pr02=application/pdf&pr03=8538,VERDADERO,,,
